Entry,Study,Author,Study.Year,Family,W.Spp,W.Var,D.Spp,D.Var,D.Common,Life.Hist,Dom.Extent,Crop.Use,Org.Meas,Org.Use,Source,Response.Type,Response.Direction,Mean.Wild,SD.Wild,N.Wild,Mean.Dom,SD.Dom,N.Dom,Description of response variable
2483,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0790,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,51.14,0.26,3,36.54,0.63,3,total phenolics (mg/g dw) in peels of fruit
2484,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0785,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,39.86,0.55,3,36.54,0.63,3,total phenolics (mg/g dw) in peels of fruit
2485,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0782,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,41.43,1.36,3,36.54,0.63,3,total phenolics (mg/g dw) in peels of fruit
2486,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ1243,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,38.37,1.18,3,36.54,0.63,3,total phenolics (mg/g dw) in peels of fruit
2487,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0042,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,36.02,0.62,3,36.54,0.63,3,total phenolics (mg/g dw) in peels of fruit
2488,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0402,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,29.38,2.63,3,36.54,0.63,3,total phenolics (mg/g dw) in peels of fruit
2489,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0089,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,35.27,0.69,3,36.54,0.63,3,total phenolics (mg/g dw) in peels of fruit
2490,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0041,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,44.64,2.02,3,36.54,0.63,3,total phenolics (mg/g dw) in peels of fruit
2491,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0036,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,42.32,3.28,3,36.54,0.63,3,total phenolics (mg/g dw) in peels of fruit
2492,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0339,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,31.09,1.17,3,36.54,0.63,3,total phenolics (mg/g dw) in peels of fruit
2493,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0986,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,33.55,1.67,3,36.54,0.63,3,total phenolics (mg/g dw) in peels of fruit
2494,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0030,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,34.48,0.13,3,36.54,0.63,3,total phenolics (mg/g dw) in peels of fruit
2495,93,Zang et al ,2014,Rutaceae,Citrus_daoxianensis,GPGJ0757,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,9.7,0.29,3,6.28,0.24,3,total flavonoids (mg/g dw) in peels of fruit
2496,93,Zang et al ,2014,Rutaceae,Citrus_daoxianensis,GPGJ0144,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,16.28,0.83,3,6.28,0.24,3,total flavonoids (mg/g dw) in peels of fruit
2497,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0790,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,16.8,0.34,3,6.28,0.24,3,total flavonoids (mg/g dw) in peels of fruit
2498,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0785,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,8.93,0.24,3,6.28,0.24,3,total flavonoids (mg/g dw) in peels of fruit
2499,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0782,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,7.95,0.09,3,6.28,0.24,3,total flavonoids (mg/g dw) in peels of fruit
2500,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ1243,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,12.56,0.31,3,6.28,0.24,3,total flavonoids (mg/g dw) in peels of fruit
2501,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0042,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,10.34,0.85,3,6.28,0.24,3,total flavonoids (mg/g dw) in peels of fruit
2502,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0402,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,20.66,1.53,3,6.28,0.24,3,total flavonoids (mg/g dw) in peels of fruit
2503,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0089,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,8.87,0.32,3,6.28,0.24,3,total flavonoids (mg/g dw) in peels of fruit
2504,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0041,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,11.55,0.58,3,6.28,0.24,3,total flavonoids (mg/g dw) in peels of fruit
2505,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0036,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,8.81,0.84,3,6.28,0.24,3,total flavonoids (mg/g dw) in peels of fruit
2506,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0339,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,13.53,0.94,3,6.28,0.24,3,total flavonoids (mg/g dw) in peels of fruit
2507,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0986,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,8.33,0.26,3,6.28,0.24,3,total flavonoids (mg/g dw) in peels of fruit
2508,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0030,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,8.12,0.26,3,6.28,0.24,3,total flavonoids (mg/g dw) in peels of fruit
2509,93,Zang et al ,2014,Rutaceae,Citrus_daoxianensis,GPGJ0757,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,9.7,0.29,3,10.59,0.12,3,total flavonoids (mg/g dw) in peels of fruit
2510,93,Zang et al ,2014,Rutaceae,Citrus_daoxianensis,GPGJ0144,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,16.28,0.83,3,10.59,0.12,3,total flavonoids (mg/g dw) in peels of fruit
2511,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0790,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,16.8,0.34,3,10.59,0.12,3,total flavonoids (mg/g dw) in peels of fruit
2512,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0785,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,8.93,0.24,3,10.59,0.12,3,total flavonoids (mg/g dw) in peels of fruit
2513,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0782,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,7.95,0.09,3,10.59,0.12,3,total flavonoids (mg/g dw) in peels of fruit
2514,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ1243,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,12.56,0.31,3,10.59,0.12,3,total flavonoids (mg/g dw) in peels of fruit
2515,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0042,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,10.34,0.85,3,10.59,0.12,3,total flavonoids (mg/g dw) in peels of fruit
2516,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0402,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,20.66,1.53,3,10.59,0.12,3,total flavonoids (mg/g dw) in peels of fruit
2517,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0089,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,8.87,0.32,3,10.59,0.12,3,total flavonoids (mg/g dw) in peels of fruit
2518,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0041,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,11.55,0.58,3,10.59,0.12,3,total flavonoids (mg/g dw) in peels of fruit
2519,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0036,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,8.81,0.84,3,10.59,0.12,3,total flavonoids (mg/g dw) in peels of fruit
2520,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0339,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,13.53,0.94,3,10.59,0.12,3,total flavonoids (mg/g dw) in peels of fruit
2521,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0986,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,8.33,0.26,3,10.59,0.12,3,total flavonoids (mg/g dw) in peels of fruit
2522,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0030,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,8.12,0.26,3,10.59,0.12,3,total flavonoids (mg/g dw) in peels of fruit
2523,94,Ellis et al ,1999,Brassicaceae,Brassica_sp,nr,Brassica_oleracea,brussels sprouts,brussels sprouts,ha,m,v,r,nh,t1,herb,1,7.055,8.84283,6,19.14143,5.93352,7,"numbers of pupae collected from soil surrounding plants, averaged across all cultivars/species to obtain mean and variance"
2524,94,Ellis et al ,1999,Brassicaceae,Brassica_sp,nr,Brassica_oleracea,cauliflower,cauliflower,ha,m,v,r,nh,t1,herb,1,7.055,8.84283,6,9.735,2.92971,8,"numbers of pupae collected from soil surrounding plants, averaged across all cultivars/species to obtain mean and variance"
2525,95,Johnson et al ,1980,Fabaceae,Arachis_spp,nr,Arachis_hypogaea,nr,peanut,ha,m,l,l,nh,t1,herb.pref,1,4.625,3.71876,4,6.433333,2.92005,6,"mean number of eggs laid per two females per leaf disc in a no-choice test, averaged across all wild and all cultivated in study, since no individual errors were reported"
2526,96,Marconi et al,1993,Fabaceae,Vigna_vexillata,nr,Vigna_unguiculata,nr,cowpea,ha,l,l,s,h,t1,chem,0,41.375,4.64,4,14.74,4.83,21,"trypsin inhibitors (trypsin inhibited units (TIU)/mg of sample), averaged across 4 wild and 21 cultivated varieties"
2527,96,Marconi et al,1993,Fabaceae,Vigna_vexillata,nr,Vigna_unguiculata,nr,cowpea,ha,l,l,s,h,t1,chem,0,33.25,17.17,4,334.67,240.32,21,"lectins rabbit HA (=maximum dilution where agglutination is observed), averaged across 4 wild and 21 cultivated varieties"
2528,97,Sharma et al ,2003,Fabaceae,Cajanus_spp,nr,Cajanus_cajan,nr,pigeon pea,wp,l,l,s,h,t1,herb,1,4.556,7.306,17,8.338,2.348,5,"% pod damage by pod fly, averaged across 5 cultivars and 17 wild relatives"
2529,97,Sharma et al ,2003,Fabaceae,Cajanus_spp,nr,Cajanus_cajan,nr,pigeon pea,wp,l,l,s,h,t1,herb,1,9.9688,7.743,17,15.446,8.576,5,"% pod damage by pod wasp, averaged across 5 cultivars and 17 wild relatives"
2530,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_eugenioides,nr,Coffea_arabica,Mundo Novo,Arabica coffee,wp,nr,nf,s,h,t1,chem,0,3.1,0.2,3,12.2,0.5,3,caffeine content (mg/g) in seeds
2531,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_dewevrei,nr,Coffea_arabica,Mundo Novo,Arabica coffee,wp,nr,nf,s,h,t1,chem,0,6.4,0.8,3,12.2,0.5,3,caffeine content (mg/g) in seeds
2532,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_liberica,nr,Coffea_arabica,Mundo Novo,Arabica coffee,wp,nr,nf,s,h,t1,chem,0,11.1,1.4,3,12.2,0.5,3,caffeine content (mg/g) in seeds
2533,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_racemosa,nr,Coffea_arabica,Mundo Novo,Arabica coffee,wp,nr,nf,s,h,t1,chem,0,4.9,1.7,3,12.2,0.5,3,caffeine content (mg/g) in seeds
2534,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_kapakata,nr,Coffea_arabica,Mundo Novo,Arabica coffee,wp,nr,nf,s,h,t1,chem,0,5.5,1.5,3,12.2,0.5,3,caffeine content (mg/g) in seeds
2535,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_eugenioides,nr,Coffea_arabica,Catuai Vermelho,Arabica coffee,wp,nr,nf,s,h,t1,chem,0,3.1,0.2,3,12.8,0.5,3,caffeine content (mg/g) in seeds
2536,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_dewevrei,nr,Coffea_arabica,Catuai Vermelho,Arabica coffee,wp,nr,nf,s,h,t1,chem,0,6.4,0.8,3,12.8,0.5,3,caffeine content (mg/g) in seeds
2537,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_liberica,nr,Coffea_arabica,Catuai Vermelho,Arabica coffee,wp,nr,nf,s,h,t1,chem,0,11.1,1.4,3,12.8,0.5,3,caffeine content (mg/g) in seeds
2538,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_racemosa,nr,Coffea_arabica,Catuai Vermelho,Arabica coffee,wp,nr,nf,s,h,t1,chem,0,4.9,1.7,3,12.8,0.5,3,caffeine content (mg/g) in seeds
2539,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_kapakata,nr,Coffea_arabica,Catuai Vermelho,Arabica coffee,wp,nr,nf,s,h,t1,chem,0,5.5,1.5,3,12.8,0.5,3,caffeine content (mg/g) in seeds
2540,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_eugenioides,nr,Coffea_canephora,Robusta,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,3.1,0.2,3,13.1,2.4,3,caffeine content (mg/g) in seeds
2541,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_dewevrei,nr,Coffea_canephora,Robusta,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,6.4,0.8,3,13.1,2.4,3,caffeine content (mg/g) in seeds
2542,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_liberica,nr,Coffea_canephora,Robusta,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,11.1,1.4,3,13.1,2.4,3,caffeine content (mg/g) in seeds
2543,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_racemosa,nr,Coffea_canephora,Robusta,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,4.9,1.7,3,13.1,2.4,3,caffeine content (mg/g) in seeds
2544,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_kapakata,nr,Coffea_canephora,Robusta,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,5.5,1.5,3,13.1,2.4,3,caffeine content (mg/g) in seeds
2545,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_eugenioides,nr,Coffea_canephora,Kouillou,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,3.1,0.2,3,17.4,0.5,3,caffeine content (mg/g) in seeds
2546,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_dewevrei,nr,Coffea_canephora,Kouillou,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,6.4,0.8,3,17.4,0.5,3,caffeine content (mg/g) in seeds
2547,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_liberica,nr,Coffea_canephora,Kouillou,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,11.1,1.4,3,17.4,0.5,3,caffeine content (mg/g) in seeds
2548,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_racemosa,nr,Coffea_canephora,Kouillou,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,4.9,1.7,3,17.4,0.5,3,caffeine content (mg/g) in seeds
2549,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_kapakata,nr,Coffea_canephora,Kouillou,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,5.5,1.5,3,17.4,0.5,3,caffeine content (mg/g) in seeds
2550,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_eugenioides,nr,Coffea_canephora,Apoata,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,3.1,0.2,3,14,0.1,3,caffeine content (mg/g) in seeds
2551,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_dewevrei,nr,Coffea_canephora,Apoata,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,6.4,0.8,3,14,0.1,3,caffeine content (mg/g) in seeds
2552,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_liberica,nr,Coffea_canephora,Apoata,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,11.1,1.4,3,14,0.1,3,caffeine content (mg/g) in seeds
2553,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_racemosa,nr,Coffea_canephora,Apoata,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,4.9,1.7,3,14,0.1,3,caffeine content (mg/g) in seeds
2554,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_kapakata,nr,Coffea_canephora,Apoata,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,5.5,1.5,3,14,0.1,3,caffeine content (mg/g) in seeds
2555,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_eugenioides,nr,Coffea_canephora,Ugandae,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,3.1,0.2,3,15.8,1.1,3,caffeine content (mg/g) in seeds
2556,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_dewevrei,nr,Coffea_canephora,Ugandae,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,6.4,0.8,3,15.8,1.1,3,caffeine content (mg/g) in seeds
2557,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_liberica,nr,Coffea_canephora,Ugandae,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,11.1,1.4,3,15.8,1.1,3,caffeine content (mg/g) in seeds
2558,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_racemosa,nr,Coffea_canephora,Ugandae,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,4.9,1.7,3,15.8,1.1,3,caffeine content (mg/g) in seeds
2559,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_kapakata,nr,Coffea_canephora,Ugandae,Robusta coffee,wp,nr,nf,s,h,t1,chem,0,5.5,1.5,3,15.8,1.1,3,caffeine content (mg/g) in seeds
2560,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_eugenioides,nr,Coffea_arabica,Mundo Novo,Arabica coffee,wp,nr,nf,s,h,t1,herb.perform,1,18.5,8.24,3,22.7,5.6,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2561,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_dewevrei,nr,Coffea_arabica,Mundo Novo,Arabica coffee,wp,nr,nf,s,h,t1,herb.perform,1,16.8,3.05,3,22.7,5.6,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2562,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_liberica,nr,Coffea_arabica,Mundo Novo,Arabica coffee,wp,nr,nf,s,h,t1,herb.perform,1,12.6,6.55,3,22.7,5.6,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2563,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_racemosa,nr,Coffea_arabica,Mundo Novo,Arabica coffee,wp,nr,nf,s,h,t1,herb.perform,1,10.4,3.7,3,22.7,5.6,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2564,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_kapakata,nr,Coffea_arabica,Mundo Novo,Arabica coffee,wp,nr,nf,s,h,t1,herb.perform,1,9.7,3.37,3,22.7,5.6,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2565,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_eugenioides,nr,Coffea_arabica,Catuai Vermelho,Arabica coffee,wp,nr,nf,s,h,t1,herb.perform,1,18.5,8.24,3,37.7,8.4,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2566,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_dewevrei,nr,Coffea_arabica,Catuai Vermelho,Arabica coffee,wp,nr,nf,s,h,t1,herb.perform,1,16.8,3.05,3,37.7,8.4,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2567,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_liberica,nr,Coffea_arabica,Catuai Vermelho,Arabica coffee,wp,nr,nf,s,h,t1,herb.perform,1,12.6,6.55,3,37.7,8.4,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2568,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_racemosa,nr,Coffea_arabica,Catuai Vermelho,Arabica coffee,wp,nr,nf,s,h,t1,herb.perform,1,10.4,3.7,3,37.7,8.4,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2569,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_kapakata,nr,Coffea_arabica,Catuai Vermelho,Arabica coffee,wp,nr,nf,s,h,t1,herb.perform,1,9.7,3.37,3,37.7,8.4,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2570,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_eugenioides,nr,Coffea_canephora,Robusta,Robusta coffee,wp,nr,nf,s,h,t1,herb.perform,1,18.5,8.24,3,46.8,6.51,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2571,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_dewevrei,nr,Coffea_canephora,Robusta,Robusta coffee,wp,nr,nf,s,h,t1,herb.perform,1,16.8,3.05,3,46.8,6.51,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2572,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_liberica,nr,Coffea_canephora,Robusta,Robusta coffee,wp,nr,nf,s,h,t1,herb.perform,1,12.6,6.55,3,46.8,6.51,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2573,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_racemosa,nr,Coffea_canephora,Robusta,Robusta coffee,wp,nr,nf,s,h,t1,herb.perform,1,10.4,3.7,3,46.8,6.51,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2574,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_kapakata,nr,Coffea_canephora,Robusta,Robusta coffee,wp,nr,nf,s,h,t1,herb.perform,1,9.7,3.37,3,46.8,6.51,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2575,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_eugenioides,nr,Coffea_canephora,Kouillou,Robusta coffee,wp,nr,nf,s,h,t1,herb.perform,1,18.5,8.24,3,24.2,7.01,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2576,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_dewevrei,nr,Coffea_canephora,Kouillou,Robusta coffee,wp,nr,nf,s,h,t1,herb.perform,1,16.8,3.05,3,24.2,7.01,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2577,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_liberica,nr,Coffea_canephora,Kouillou,Robusta coffee,wp,nr,nf,s,h,t1,herb.perform,1,12.6,6.55,3,24.2,7.01,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
2578,98,Guerreiro Filho and Mazzafera,2003,Rubiaceae,Coffea_racemosa,nr,Coffea_canephora,Kouillou,Robusta coffee,wp,nr,nf,s,h,t1,herb.perform,1,10.4,3.7,3,24.2,7.01,3,"% of seeds consumed by larvae over 6 months, following controlled infestation by adults. Due to multiple generations developing over that time, classified this response as fecundity"
